Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
549,State Providence College,2.97,Master's,New York,F,0,0,0,1,Junior SWE,06/18,07/18,Research Assistant,02/19,05/14,Junior SWE,12/18,07/16
550,Providence City College,3.35,Master's,Miami,F,0,0,0,3,Senior SWE,04/19,12/18,Research Assistant,09/17,01/15,ML Engineer,07/15,07/13
551,Providence City College,2.64,Master's,Miami,F,1,1,0,0,Data Scientist,11/11,01/10,ML Engineer,10/12,12/12,ML Engineer,02/10,09/10
552,Providence City College,3.31,PhD,Los Angeles,F,0,0,0,3,Senior SWE,05/19,03/10,ML Engineer,07/11,07/18,ML Engineer,09/19,02/18
553,Providence University,3.27,Master's,Los Angeles,F,1,0,0,0,Lawyer,02/12,05/14,Lawyer,05/11,09/11,Senior SWE,06/18,09/12
554,Providence City College,2.6,Bachelor's,New York,M,0,0,0,0,Lawyer,11/15,05/11,Junior SWE,05/14,08/11,Lawyer,11/12,01/11
555,Providence University,2.85,PhD,Boston,M,1,0,0,1,Lawyer,10/10,07/14,Junior SWE,10/12,08/11,Research Assistant,04/17,11/15
556,State Providence College,2.7,Bachelor's,Chicago,M,0,0,0,2,ML Engineer,02/15,12/10,ML Engineer,02/11,02/16,Data Scientist,03/17,07/10
557,State Providence College,3.21,Master's,Los Angeles,M,0,0,1,0,Lawyer,05/10,05/19,ML Engineer,04/12,04/15,Lawyer,04/16,02/14
558,Providence City College,2.93,Master's,Chicago,M,0,0,0,0,Junior SWE,10/19,03/18,ML Engineer,11/10,01/10,Research Assistant,04/10,04/13
559,Providence Tech Institute,3.28,PhD,Providence,F,0,1,0,0,ML Engineer,08/16,11/19,Research Assistant,10/19,01/19,Lawyer,10/17,05/14
560,State Providence College,3.35,Bachelor's,Los Angeles,M,0,1,1,0,Junior SWE,01/16,02/10,Research Assistant,02/13,09/19,Junior SWE,04/16,09/16
561,Providence Tech Institute,2.51,Master's,Providence,M,0,0,0,0,Junior SWE,02/14,11/12,Data Scientist,08/18,08/13,N/A,11/17,07/19
562,Providence University,3.8,Bachelor's,Los Angeles,M,0,0,0,3,Junior SWE,08/19,03/16,Junior SWE,01/14,07/17,Senior SWE,11/14,06/17
563,Providence University,2.72,PhD,Providence,F,0,0,0,1,ML Engineer,01/12,03/12,Data Scientist,06/14,03/15,Junior SWE,02/11,02/13
564,Providence University,3.76,PhD,Providence,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
565,Providence Tech Institute,3.32,Bachelor's,Los Angeles,F,0,0,1,0,Junior SWE,03/13,07/11,ML Engineer,06/11,06/16,Data Scientist,05/19,09/13
566,State Providence College,2.84,Bachelor's,Boston,F,0,1,0,0,Research Assistant,02/13,08/11,ML Engineer,09/12,07/11,Junior SWE,08/14,04/10
567,Providence State University,3.67,Master's,Providence,M,0,0,0,3,Junior SWE,03/11,03/16,Junior SWE,02/15,07/17,Senior SWE,10/13,08/16
568,Providence State University,3.47,Master's,New York,N/A,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
569,Providence School,3.48,Bachelor's,Los Angeles,F,0,0,0,1,Senior SWE,01/15,04/12,Lawyer,09/18,05/14,ML Engineer,05/15,02/14
570,Providence School,2.97,Bachelor's,Miami,N/A,0,0,0,0,Lawyer,04/15,05/11,Lawyer,01/14,12/11,Junior SWE,05/18,04/15
571,Providence City College,3.1,PhD,Miami,M,0,1,0,3,Lawyer,04/14,12/10,Junior SWE,12/16,03/16,Senior SWE,01/17,08/18
572,Providence Tech Institute,3.3,Bachelor's,Providence,F,0,1,0,3,Data Scientist,03/18,09/15,Junior SWE,10/18,07/14,ML Engineer,09/13,12/17
573,State Providence College,3.06,PhD,Miami,F,0,0,0,3,Research Assistant,12/11,03/13,Data Scientist,07/18,11/17,ML Engineer,07/13,04/17
574,Providence University,3.05,PhD,Boston,M,1,0,0,0,ML Engineer,04/18,11/19,Research Assistant,10/14,04/16,ML Engineer,11/15,08/11
575,Providence State University,3.77,PhD,Boston,F,0,0,0,0,ML Engineer,04/13,02/12,Research Assistant,07/14,05/14,Junior SWE,04/11,08/10
576,Providence School,3.94,Master's,New York,M,0,1,0,0,Senior SWE,09/14,03/17,Lawyer,06/11,06/17,Research Assistant,10/16,03/13
577,State Providence College,3.22,Master's,New York,M,0,1,0,3,Senior SWE,05/13,08/18,Senior SWE,10/18,01/17,Research Assistant,01/17,10/19
578,Providence State University,3.8,Master's,Miami,M,0,0,0,0,Senior SWE,06/19,04/16,Data Scientist,02/14,02/18,Data Scientist,02/19,07/15
579,State Providence College,3.7,Master's,Miami,F,0,0,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
580,Providence City College,3.23,PhD,Los Angeles,F,0,0,0,0,Lawyer,05/18,11/15,Senior SWE,03/11,01/13,Lawyer,05/14,02/18
581,Providence University,3.49,PhD,Boston,N/A,0,1,0,3,ML Engineer,05/13,12/10,Research Assistant,03/18,03/10,ML Engineer,10/14,02/11
582,Providence Tech Institute,2.6,Bachelor's,Los Angeles,F,0,1,0,0,Data Scientist,11/11,11/18,Research Assistant,04/10,05/17,Junior SWE,01/13,12/16
583,Providence State University,3.46,Master's,Boston,M,0,0,0,0,Research Assistant,07/11,03/16,Senior SWE,02/13,11/13,N/A,09/11,09/11
584,Providence State University,2.87,Bachelor's,Boston,F,0,0,0,0,Junior SWE,10/13,12/11,Junior SWE,04/15,06/10,Senior SWE,02/16,01/13
585,State Providence College,3.91,PhD,Chicago,M,0,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
586,Providence City College,3.5,Bachelor's,Boston,M,0,1,0,3,Data Scientist,03/14,05/19,Lawyer,10/13,09/13,Lawyer,11/15,01/16
587,State Providence College,3.43,Bachelor's,Providence,F,0,0,0,2,Lawyer,11/13,03/17,ML Engineer,07/18,03/17,Junior SWE,12/12,02/12
588,State Providence College,3.86,Master's,Providence,F,0,1,0,4,Junior SWE,06/11,04/16,Data Scientist,12/18,03/13,Senior SWE,08/14,11/16
589,Providence City College,3.62,Bachelor's,New York,M,0,0,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
590,Providence University,3.13,PhD,Providence,M,0,1,0,2,Junior SWE,07/16,09/13,Junior SWE,03/15,05/10,Research Assistant,07/13,09/16
591,Providence City College,3.68,PhD,Miami,M,0,0,1,0,Data Scientist,10/18,04/12,Lawyer,08/17,04/18,ML Engineer,10/15,08/12
592,Providence State University,3.9,Bachelor's,New York,F,0,0,0,0,Junior SWE,04/13,04/19,Junior SWE,02/13,11/16,N/A,09/17,03/10
593,Providence Tech Institute,3.92,Bachelor's,Los Angeles,M,0,1,0,0,Research Assistant,08/12,02/18,Data Scientist,04/17,06/17,Research Assistant,04/18,08/14
594,Providence Tech Institute,2.87,Master's,Chicago,F,0,0,0,0,Research Assistant,07/16,01/13,ML Engineer,06/10,11/18,Lawyer,06/19,12/11
595,Providence Tech Institute,3.32,Master's,Providence,M,0,0,0,0,Senior SWE,02/15,05/15,Junior SWE,06/12,06/18,Data Scientist,01/10,04/16
596,State Providence College,3.69,Master's,Miami,M,0,0,0,0,Data Scientist,07/13,10/15,Junior SWE,02/18,07/19,ML Engineer,11/13,12/14
597,Providence University,3.97,Master's,New York,F,0,0,0,0,Research Assistant,01/13,11/19,Data Scientist,09/15,05/18,Senior SWE,03/11,04/11
598,State Providence College,2.63,Bachelor's,Los Angeles,M,0,0,0,4,Senior SWE,07/15,04/10,Lawyer,11/10,10/16,Research Assistant,05/16,05/16
599,Providence City College,3.66,Master's,Miami,F,1,1,0,0,Data Scientist,04/13,08/18,Data Scientist,01/16,09/10,Lawyer,09/10,01/12
600,Providence Tech Institute,3.18,Bachelor's,New York,M,0,1,1,0,Junior SWE,03/14,10/14,ML Engineer,01/11,08/12,N/A,04/18,10/17
601,Providence University,3.76,Master's,New York,F,0,0,0,0,ML Engineer,04/16,06/13,Research Assistant,12/14,11/11,N/A,04/16,04/15
602,State Providence College,3.63,Master's,Miami,M,0,1,0,1,Senior SWE,04/11,02/15,Lawyer,05/11,03/13,Junior SWE,09/10,03/13
603,Providence School,3.18,Bachelor's,Los Angeles,M,0,0,0,0,Research Assistant,09/15,01/11,ML Engineer,02/19,08/16,N/A,07/10,05/16
604,Providence School,3.89,PhD,Los Angeles,F,0,0,0,1,Junior SWE,11/13,07/11,Data Scientist,11/19,06/15,Junior SWE,05/16,12/17
605,Providence University,3.05,PhD,Boston,F,0,0,0,0,Senior SWE,05/10,01/17,Lawyer,11/18,07/10,Senior SWE,09/16,12/13
606,Providence Tech Institute,3.09,Master's,Boston,F,0,0,0,0,Data Scientist,12/18,01/15,Research Assistant,07/14,04/14,ML Engineer,06/13,08/15
607,Providence Tech Institute,3.63,Master's,New York,N/A,0,1,0,0,Data Scientist,05/17,02/18,Data Scientist,12/19,10/15,Research Assistant,09/15,12/13
608,Providence Tech Institute,2.9,PhD,New York,F,0,0,0,4,ML Engineer,08/14,05/17,Research Assistant,08/10,02/12,Lawyer,06/10,08/19
609,Providence Tech Institute,3.66,Bachelor's,Providence,M,0,0,0,0,Lawyer,12/19,03/17,Junior SWE,07/19,04/10,Data Scientist,04/13,06/18
610,Providence Tech Institute,3.7,PhD,New York,M,1,0,0,1,Junior SWE,08/19,03/17,Research Assistant,07/17,04/14,Research Assistant,03/12,05/10
611,Providence City College,3.59,Master's,New York,F,0,0,0,0,Research Assistant,11/10,06/10,Junior SWE,02/10,10/17,ML Engineer,02/13,07/17
612,Providence State University,3.06,Bachelor's,Providence,F,0,0,0,3,Research Assistant,04/13,06/11,Lawyer,07/11,09/17,Data Scientist,12/15,09/19
613,Providence Tech Institute,3.2,Bachelor's,Boston,F,1,1,0,0,Lawyer,10/10,03/10,Research Assistant,07/18,02/13,Lawyer,01/10,02/16
614,State Providence College,3.33,PhD,New York,M,0,0,0,0,Data Scientist,05/18,04/13,Lawyer,11/17,05/19,Junior SWE,03/18,01/15
615,Providence University,2.69,Master's,Los Angeles,N/A,0,0,0,0,Senior SWE,08/10,10/12,ML Engineer,03/14,11/13,Junior SWE,01/10,04/14
616,Providence City College,3.06,Bachelor's,Miami,F,0,1,0,0,Research Assistant,12/16,10/15,Data Scientist,11/14,07/18,Junior SWE,02/11,12/16
617,Providence State University,2.75,Bachelor's,Boston,M,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
618,Providence Tech Institute,2.91,PhD,Providence,F,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
619,State Providence College,3.85,Master's,Providence,F,0,0,0,2,Research Assistant,05/12,06/15,Research Assistant,11/10,01/10,ML Engineer,06/19,08/18
620,Providence Tech Institute,2.58,Bachelor's,Boston,M,0,0,0,1,Research Assistant,09/12,07/16,Data Scientist,06/16,01/18,Lawyer,07/14,07/14
621,Providence School,3.33,PhD,Boston,F,0,0,0,3,ML Engineer,07/17,11/17,Senior SWE,04/11,11/14,ML Engineer,02/19,04/10
622,Providence University,3.15,Master's,Chicago,F,0,0,0,0,Senior SWE,10/13,01/18,ML Engineer,10/17,02/12,Senior SWE,12/14,02/16
623,Providence School,3.5,PhD,Chicago,F,0,0,0,3,Junior SWE,11/15,07/13,Lawyer,02/18,04/15,Junior SWE,06/11,05/15
624,Providence Tech Institute,3.94,PhD,Boston,N/A,0,0,0,0,Data Scientist,11/11,04/14,Research Assistant,10/19,07/19,N/A,07/17,07/15
625,Providence School,3.19,PhD,Miami,F,0,0,0,0,Data Scientist,02/14,02/10,Junior SWE,06/16,04/12,N/A,04/16,01/17
626,Providence City College,3.26,Master's,Chicago,F,0,0,1,0,Research Assistant,12/19,09/17,Data Scientist,12/17,09/17,ML Engineer,03/18,04/13
627,Providence City College,2.68,Master's,Los Angeles,F,0,0,0,1,Senior SWE,07/17,08/10,ML Engineer,10/19,04/18,Research Assistant,02/13,11/10
628,State Providence College,3.87,Master's,New York,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
629,Providence City College,3.08,Master's,Los Angeles,F,0,1,0,4,Senior SWE,06/13,05/15,Research Assistant,04/18,07/18,Lawyer,08/10,05/18
630,Providence State University,2.56,Master's,Miami,F,0,1,0,1,Junior SWE,11/10,11/14,ML Engineer,06/17,08/13,ML Engineer,07/18,05/17
631,State Providence College,3.29,PhD,Chicago,F,0,0,0,1,ML Engineer,09/19,05/15,Lawyer,04/16,09/13,Research Assistant,03/19,10/15
632,State Providence College,3.77,Bachelor's,New York,M,0,0,0,0,Junior SWE,01/16,03/19,Senior SWE,09/19,01/11,Data Scientist,11/15,08/11
633,Providence University,3.39,Bachelor's,New York,F,0,0,0,0,Lawyer,01/19,05/12,ML Engineer,08/10,12/18,ML Engineer,03/10,08/11
634,Providence City College,3.4,Bachelor's,New York,F,0,0,0,1,Lawyer,01/10,08/13,Research Assistant,05/17,02/10,Senior SWE,08/10,06/18
635,Providence University,2.53,PhD,Boston,M,0,0,0,0,Research Assistant,02/15,02/13,Research Assistant,03/17,09/10,Data Scientist,06/12,04/13
636,Providence School,3.96,Master's,Los Angeles,M,0,1,0,3,Lawyer,08/13,05/17,Data Scientist,05/10,09/15,Junior SWE,04/13,04/19
637,Providence Tech Institute,3.11,Bachelor's,Miami,M,0,0,0,0,Data Scientist,09/17,06/11,ML Engineer,01/11,06/15,Data Scientist,04/13,10/12
638,Providence School,2.71,PhD,Los Angeles,N/A,0,0,0,3,Lawyer,09/15,04/16,ML Engineer,04/11,12/11,Junior SWE,07/13,07/10
639,Providence State University,2.71,PhD,Boston,F,0,1,1,1,ML Engineer,08/16,11/10,Data Scientist,11/17,05/17,Junior SWE,08/17,11/13
640,Providence Tech Institute,3.5,Master's,Miami,M,0,0,1,3,ML Engineer,06/16,05/10,ML Engineer,06/19,09/15,Junior SWE,11/18,12/13
641,State Providence College,3.15,Master's,Chicago,M,1,0,0,3,Junior SWE,04/13,01/15,Junior SWE,11/15,08/12,Research Assistant,08/15,05/12
642,State Providence College,2.58,Bachelor's,Chicago,M,0,1,0,0,Research Assistant,04/15,07/10,Senior SWE,09/14,10/17,Senior SWE,03/10,11/13
643,Providence State University,2.63,PhD,Chicago,F,0,0,0,0,Data Scientist,05/11,11/14,Lawyer,03/13,06/16,N/A,11/16,02/10
644,Providence Tech Institute,3.14,Master's,New York,M,0,0,0,2,Research Assistant,01/16,05/14,Research Assistant,12/17,10/19,ML Engineer,07/11,04/10
645,Providence State University,3.69,Master's,Boston,F,0,0,0,0,ML Engineer,07/19,01/13,Senior SWE,03/19,05/11,Junior SWE,09/11,09/16
646,Providence City College,2.71,Master's,Los Angeles,F,0,0,0,0,Data Scientist,08/12,11/18,ML Engineer,07/18,02/16,N/A,09/15,07/14
647,Providence School,2.67,Bachelor's,New York,F,0,0,0,3,Data Scientist,01/18,01/15,ML Engineer,09/12,02/18,Senior SWE,12/18,09/11
648,Providence State University,3.21,PhD,Los Angeles,M,0,0,0,0,ML Engineer,06/13,11/12,Senior SWE,10/17,11/16,ML Engineer,11/17,07/15
649,Providence City College,3.29,Master's,Miami,F,0,0,0,0,ML Engineer,07/10,09/19,Research Assistant,11/19,05/14,Junior SWE,01/12,05/13
650,Providence University,3.27,Bachelor's,Boston,M,0,0,N/A,1,ML Engineer,03/13,09/12,Research Assistant,08/16,12/16,N/A,05/19,02/14
651,Providence State University,3.25,Master's,Miami,M,0,0,0,4,ML Engineer,01/17,01/16,Senior SWE,02/13,04/16,N/A,09/17,02/12
652,Providence Tech Institute,3.83,Bachelor's,Boston,F,0,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
653,Providence School,3.09,Master's,Providence,F,0,0,0,0,Research Assistant,02/18,12/14,Data Scientist,01/19,10/19,Junior SWE,09/11,09/11
654,Providence University,2.55,PhD,Providence,N/A,0,1,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
655,Providence City College,2.51,Bachelor's,Providence,M,0,0,0,1,Lawyer,12/19,11/13,Senior SWE,12/17,06/17,N/A,08/13,04/14
656,Providence School,3.1,Master's,Boston,F,0,0,0,3,Senior SWE,12/10,07/15,Junior SWE,05/17,12/19,Research Assistant,12/10,11/13
657,State Providence College,3.84,Master's,Chicago,M,0,0,0,0,Research Assistant,02/18,08/18,Senior SWE,12/12,03/16,Research Assistant,06/14,06/19
658,Providence City College,3.57,Master's,Boston,M,0,0,0,0,Junior SWE,12/14,05/11,Senior SWE,03/19,10/10,Data Scientist,03/10,08/18
659,Providence University,3.36,Bachelor's,Providence,M,0,0,0,3,Senior SWE,10/19,07/18,Senior SWE,04/18,01/16,Senior SWE,01/19,08/17
660,Providence State University,3.55,Bachelor's,Miami,M,0,1,1,0,Junior SWE,04/17,05/16,ML Engineer,04/13,03/12,Research Assistant,11/14,11/15
661,Providence City College,2.75,Master's,New York,M,0,0,0,3,Senior SWE,07/14,03/10,Senior SWE,01/15,10/10,Junior SWE,03/15,11/11
662,Providence School,2.95,Bachelor's,Miami,M,0,1,0,3,Junior SWE,05/14,11/16,Senior SWE,03/15,08/12,N/A,04/18,05/11
663,Providence State University,3.69,Master's,Los Angeles,M,0,1,0,3,Research Assistant,01/17,01/13,Research Assistant,07/15,05/10,Lawyer,04/15,07/12
664,Providence State University,2.52,PhD,Boston,M,0,0,0,0,Lawyer,02/13,10/13,ML Engineer,01/19,08/17,ML Engineer,09/17,12/15
665,Providence School,2.96,Bachelor's,Providence,M,1,1,0,0,Lawyer,11/14,10/15,Lawyer,04/18,08/17,Junior SWE,08/19,05/13
666,Providence State University,3.93,PhD,Los Angeles,M,1,0,0,0,Lawyer,11/18,10/12,ML Engineer,11/18,10/10,Lawyer,10/19,05/18
667,Providence University,3.42,Bachelor's,Boston,M,0,1,0,0,ML Engineer,05/19,03/18,Research Assistant,10/13,10/10,ML Engineer,07/17,08/10
668,Providence School,3.6,Bachelor's,Chicago,N/A,0,1,0,0,Data Scientist,05/13,03/13,Lawyer,01/16,04/18,Research Assistant,05/14,05/16
669,Providence Tech Institute,3.09,PhD,Chicago,F,0,1,0,0,Junior SWE,08/17,06/16,Junior SWE,10/16,10/13,N/A,07/16,11/11
670,Providence City College,2.66,Bachelor's,Miami,M,0,1,1,3,Junior SWE,03/10,10/19,Junior SWE,07/18,11/14,N/A,12/10,07/16
671,Providence State University,3.52,Bachelor's,Boston,N/A,0,0,0,2,Research Assistant,05/15,12/10,ML Engineer,01/18,04/14,N/A,03/19,12/19
672,State Providence College,3.14,Bachelor's,Miami,M,0,0,0,2,ML Engineer,04/13,04/12,Research Assistant,12/13,08/10,Junior SWE,03/19,05/17
673,Providence City College,2.72,Bachelor's,Boston,M,0,1,0,0,Lawyer,11/10,03/13,Data Scientist,05/16,03/11,Research Assistant,02/18,01/17
674,Providence School,3.84,Master's,Boston,N/A,0,1,0,0,Research Assistant,08/19,06/15,Data Scientist,11/19,11/15,N/A,08/15,04/12
675,State Providence College,2.88,PhD,New York,M,0,0,0,1,Research Assistant,12/16,03/13,Research Assistant,12/10,05/19,Junior SWE,04/11,11/15
676,Providence City College,3.02,Master's,New York,M,0,0,0,0,Junior SWE,10/15,05/19,Research Assistant,03/10,03/16,ML Engineer,05/18,03/14
677,Providence Tech Institute,2.81,PhD,Chicago,F,0,1,0,3,Lawyer,12/14,02/13,Lawyer,04/11,08/12,Junior SWE,05/18,05/17
678,Providence City College,3.09,Master's,Providence,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
679,Providence Tech Institute,3.42,Master's,Chicago,F,0,0,0,1,Senior SWE,07/13,07/17,Junior SWE,08/11,09/17,Lawyer,02/16,05/14
680,State Providence College,2.81,Bachelor's,New York,M,0,0,0,0,Lawyer,07/18,08/14,Junior SWE,03/18,07/13,ML Engineer,06/11,05/13
681,Providence School,3.04,PhD,Chicago,M,0,1,0,3,Junior SWE,05/13,10/12,Data Scientist,12/16,10/14,Senior SWE,05/11,03/12
682,State Providence College,2.52,Master's,Providence,M,0,1,0,0,Research Assistant,12/12,04/12,Junior SWE,06/12,11/15,Junior SWE,11/15,10/16
683,Providence University,2.74,Master's,Boston,F,0,0,0,0,Lawyer,12/11,11/18,ML Engineer,12/14,05/16,Lawyer,03/10,11/13
684,Providence State University,3.86,Bachelor's,Los Angeles,F,0,0,0,0,Lawyer,09/14,10/18,ML Engineer,08/16,03/13,Research Assistant,01/13,10/17
685,Providence City College,3.45,PhD,Los Angeles,F,0,0,0,3,Data Scientist,11/19,02/15,Junior SWE,04/13,02/15,ML Engineer,05/13,04/19
686,Providence Tech Institute,3.26,Bachelor's,New York,F,0,0,0,3,Lawyer,07/14,10/13,Lawyer,01/19,11/13,Senior SWE,02/18,11/17
687,Providence Tech Institute,3.27,PhD,New York,M,0,0,0,4,Research Assistant,02/19,03/12,Senior SWE,05/18,02/19,N/A,12/19,03/11
688,Providence Tech Institute,3.46,Master's,Chicago,F,0,0,0,0,ML Engineer,10/17,01/16,Research Assistant,09/12,07/19,Lawyer,09/11,10/19
689,Providence University,2.82,Bachelor's,Chicago,F,0,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
690,Providence University,2.55,Master's,Miami,F,0,0,1,1,Lawyer,06/13,12/15,ML Engineer,11/13,11/12,Lawyer,07/10,07/16
691,Providence University,3.12,Bachelor's,Providence,F,0,0,0,3,Research Assistant,01/10,10/19,Junior SWE,12/13,04/19,Data Scientist,11/11,04/10
692,State Providence College,3.86,Master's,Los Angeles,F,0,0,0,0,Data Scientist,06/17,04/14,Data Scientist,02/15,06/17,Senior SWE,04/10,12/12
693,State Providence College,3.27,PhD,Miami,M,0,1,0,0,ML Engineer,02/16,07/18,ML Engineer,04/11,05/17,ML Engineer,11/11,06/10
694,Providence State University,3.82,Master's,Chicago,M,0,1,0,3,ML Engineer,12/16,02/10,Research Assistant,05/12,02/14,Research Assistant,06/12,10/11
695,State Providence College,2.69,Bachelor's,Boston,F,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
696,Providence City College,2.91,Master's,Miami,F,0,0,0,0,Research Assistant,08/16,09/16,Data Scientist,07/12,05/13,N/A,03/16,12/14
697,Providence Tech Institute,3.46,PhD,Boston,N/A,0,0,0,0,Lawyer,12/17,07/18,Research Assistant,07/17,05/16,Research Assistant,01/12,03/17
698,Providence University,2.54,PhD,Miami,F,0,0,0,1,Senior SWE,09/10,06/18,Senior SWE,02/15,05/13,Junior SWE,11/10,11/17
699,Providence City College,2.73,Master's,Miami,N/A,0,0,0,2,Research Assistant,11/17,12/12,Lawyer,08/17,09/10,N/A,02/16,02/12
700,Providence Tech Institute,2.67,Bachelor's,New York,N/A,0,1,0,0,Junior SWE,03/12,06/16,Research Assistant,02/15,03/13,N/A,08/15,11/10
701,Providence University,3.28,PhD,Los Angeles,N/A,1,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
702,State Providence College,3.82,Bachelor's,New York,F,0,0,0,0,Data Scientist,05/19,01/10,Research Assistant,02/12,05/19,ML Engineer,08/12,06/16
703,Providence State University,2.5,PhD,New York,F,1,0,0,0,Senior SWE,11/13,05/15,Research Assistant,08/19,11/14,ML Engineer,04/10,07/17
704,Providence School,2.58,Bachelor's,Chicago,M,0,1,0,0,Junior SWE,01/17,07/15,Research Assistant,06/11,08/19,Senior SWE,09/10,02/14
705,Providence University,3.5,Bachelor's,Providence,N/A,0,1,0,2,Data Scientist,01/13,08/18,Data Scientist,09/13,11/11,N/A,07/13,02/16
706,Providence City College,3.05,Bachelor's,Los Angeles,M,0,0,0,1,Junior SWE,10/18,03/17,Research Assistant,01/19,01/12,ML Engineer,04/19,08/19
707,Providence University,3.84,Master's,Providence,M,0,0,0,1,Senior SWE,06/13,04/12,ML Engineer,05/10,03/12,N/A,10/10,08/10
708,Providence Tech Institute,3.31,Bachelor's,Los Angeles,F,0,0,0,0,Senior SWE,01/12,08/16,Lawyer,05/10,10/15,Lawyer,04/15,08/15
709,Providence State University,2.59,Master's,Boston,N/A,0,0,0,0,Research Assistant,03/10,09/17,ML Engineer,10/17,08/10,Research Assistant,04/12,09/13
710,Providence State University,2.51,Bachelor's,Providence,F,0,0,0,0,Data Scientist,03/10,01/18,Junior SWE,07/10,03/13,N/A,01/14,11/15
711,Providence State University,3.16,PhD,Boston,M,0,0,0,3,Senior SWE,08/15,08/12,Lawyer,09/10,03/18,Lawyer,06/19,09/17
712,Providence School,3.1,PhD,Boston,F,1,0,0,0,Lawyer,10/19,11/19,Junior SWE,03/16,09/12,Lawyer,11/13,09/13
713,Providence Tech Institute,3.22,Master's,Boston,N/A,0,0,0,0,Senior SWE,09/13,03/19,Research Assistant,09/19,12/18,Research Assistant,01/11,05/17
714,Providence State University,3.14,Bachelor's,Miami,M,0,1,0,0,Research Assistant,10/18,11/11,Lawyer,09/17,08/14,N/A,08/12,05/19
715,Providence Tech Institute,3.4,Bachelor's,Los Angeles,M,0,0,0,0,Lawyer,01/13,11/13,Lawyer,03/15,11/11,Research Assistant,12/19,06/18
716,State Providence College,3.85,Bachelor's,Los Angeles,F,0,1,0,3,ML Engineer,10/12,11/13,ML Engineer,09/14,11/12,Data Scientist,05/14,05/15
717,Providence State University,3.63,PhD,Miami,F,0,1,0,1,Data Scientist,12/14,10/13,Research Assistant,11/14,08/15,Senior SWE,02/13,04/11
718,Providence City College,3.29,Master's,Boston,M,0,1,0,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
719,Providence School,3.29,Bachelor's,Miami,M,1,0,0,1,Research Assistant,03/19,09/12,ML Engineer,03/18,05/11,Junior SWE,06/14,03/10
720,Providence School,3.97,PhD,Los Angeles,M,0,1,0,1,Research Assistant,11/17,11/19,Lawyer,02/18,04/13,Research Assistant,09/16,12/14
721,Providence City College,3.91,PhD,Chicago,F,1,0,0,3,Junior SWE,05/17,06/13,ML Engineer,07/18,10/19,Data Scientist,11/19,07/13
722,State Providence College,2.74,Bachelor's,New York,F,0,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
723,State Providence College,3.45,Master's,Providence,F,0,1,0,0,ML Engineer,01/16,02/13,Lawyer,03/15,09/19,Junior SWE,11/15,11/15
724,Providence School,2.97,Master's,New York,M,0,0,0,0,Junior SWE,10/17,07/15,Data Scientist,06/17,02/11,Lawyer,02/11,06/19
725,Providence University,2.8,Master's,Chicago,F,1,0,1,0,Junior SWE,05/17,10/12,ML Engineer,01/11,02/13,Data Scientist,12/17,12/18
726,Providence School,3.91,Master's,Boston,F,0,0,0,3,Data Scientist,11/17,01/14,Junior SWE,07/11,12/17,Research Assistant,11/18,08/18
727,Providence Tech Institute,2.63,Master's,Chicago,F,0,0,0,1,Lawyer,05/12,04/12,Senior SWE,10/10,05/15,Senior SWE,11/14,03/11
728,Providence City College,2.54,PhD,Miami,M,0,0,0,0,Research Assistant,02/11,08/10,ML Engineer,03/16,03/19,Lawyer,02/16,12/15
729,Providence School,3.21,PhD,New York,M,0,0,0,0,Research Assistant,04/12,01/14,Research Assistant,06/12,11/12,Senior SWE,09/19,01/12
730,Providence School,3.3,Bachelor's,Miami,F,0,0,0,1,Junior SWE,08/10,01/16,Research Assistant,12/12,01/18,Research Assistant,04/14,01/10
731,State Providence College,2.66,Master's,Providence,F,0,0,0,3,Senior SWE,03/13,05/10,Lawyer,04/10,05/14,Research Assistant,07/17,04/15
732,State Providence College,3.92,Bachelor's,Boston,F,0,0,0,0,ML Engineer,07/13,07/12,Research Assistant,05/18,11/19,Research Assistant,04/15,02/16
